fila_csv,motivo,ficha,establecimiento
427209,FICHA_NO_EXISTE,210312,2
427475,FICHA_NO_EXISTE,119214,3
427808,FICHA_NO_EXISTE,8990,3
428033,FICHA_NO_EXISTE,73845,3
428634,FICHA_NO_EXISTE,163784,2
428654,FICHA_NO_EXISTE,209700,2
428964,FICHA_NO_EXISTE,119214,3
429476,FICHA_NO_EXISTE,135403,3
429589,FICHA_NO_EXISTE,75438,2
429873,FICHA_NO_EXISTE,206822,2
430430,FICHA_NO_EXISTE,110564,3
430455,FICHA_NO_EXISTE,468,3
430485,FICHA_NO_EXISTE,115066,1
430909,FICHA_NO_EXISTE,136911,3
430919,FICHA_NO_EXISTE,135403,3
431140,FICHA_NO_EXISTE,108985,3
432483,FICHA_NO_EXISTE,34780,3
433001,FICHA_NO_EXISTE,210675,2
433338,FICHA_NO_EXISTE,122674,1
433378,FICHA_NO_EXISTE,114703,3
433410,FICHA_NO_EXISTE,114884,1
433455,FICHA_NO_EXISTE,210687,2
433647,FICHA_NO_EXISTE,208127,2
433795,FICHA_NO_EXISTE,70584,3
433865,FICHA_NO_EXISTE,136911,3
434204,FICHA_NO_EXISTE,123906,1
435006,FICHA_NO_EXISTE,468,3
435135,FICHA_NO_EXISTE,210675,2
435176,FICHA_NO_EXISTE,125087,3
435806,FICHA_NO_EXISTE,114703,3
436285,FICHA_NO_EXISTE,210312,2
436734,FICHA_NO_EXISTE,136911,3
437073,FICHA_NO_EXISTE,135403,3
437455,FICHA_NO_EXISTE,111034,3
437541,FICHA_NO_EXISTE,108113,1
437903,FICHA_NO_EXISTE,30241,3
438742,FICHA_NO_EXISTE,114703,3
438795,FICHA_NO_EXISTE,47532,3
439096,FICHA_NO_EXISTE,108113,1
439508,FICHA_NO_EXISTE,122195,1
440279,FICHA_NO_EXISTE,82564,3
440579,FICHA_NO_EXISTE,115066,1
441441,FICHA_NO_EXISTE,154506,2
442089,FICHA_NO_EXISTE,30241,3
442118,FICHA_NO_EXISTE,110564,3
442456,FICHA_NO_EXISTE,99432,5
442632,FICHA_NO_EXISTE,131835,3
442899,FICHA_NO_EXISTE,136911,3
444092,FICHA_NO_EXISTE,206992,2
444148,FICHA_NO_EXISTE,114198,1
444351,FICHA_NO_EXISTE,115371,1
445739,FICHA_NO_EXISTE,191457,2
446486,FICHA_NO_EXISTE,114703,3
446822,FICHA_NO_EXISTE,110564,3
446967,FICHA_NO_EXISTE,115635,1
447496,FICHA_NO_EXISTE,122674,1
447525,FICHA_NO_EXISTE,123030,3
447744,FICHA_NO_EXISTE,117931,1
448452,FICHA_NO_EXISTE,31709,5
448534,FICHA_NO_EXISTE,114703,3
449502,FICHA_NO_EXISTE,123684,1
450588,FICHA_NO_EXISTE,114703,3
451429,FICHA_NO_EXISTE,211838,2
451773,FICHA_NO_EXISTE,211838,2
452590,FICHA_NO_EXISTE,108985,3
452929,FICHA_NO_EXISTE,126037,1
453587,FICHA_NO_EXISTE,126037,1
454351,FICHA_NO_EXISTE,124441,1
455260,FICHA_NO_EXISTE,115635,1
456070,FICHA_NO_EXISTE,212016,2
456725,FICHA_NO_EXISTE,115635,1
456781,FICHA_NO_EXISTE,170262,2
457422,FICHA_NO_EXISTE,99655,5
457743,FICHA_NO_EXISTE,115635,1
458366,FICHA_NO_EXISTE,125490,1
458965,FICHA_NO_EXISTE,211000,2
458974,FICHA_NO_EXISTE,115786,1
458980,FICHA_NO_EXISTE,211838,2
459868,FICHA_NO_EXISTE,126320,1
459984,FICHA_NO_EXISTE,126372,1
460737,FICHA_NO_EXISTE,204394,2
460941,FICHA_NO_EXISTE,126320,1
462704,FICHA_NO_EXISTE,126320,1
462871,FICHA_NO_EXISTE,204394,2
462974,FICHA_NO_EXISTE,126425,1
463933,FICHA_NO_EXISTE,126320,1
465741,FICHA_NO_EXISTE,121207,3
465786,FICHA_NO_EXISTE,114198,1
466955,FICHA_NO_EXISTE,99760,5
467136,FICHA_NO_EXISTE,212803,2
467148,FICHA_NO_EXISTE,117931,1
467375,FICHA_NO_EXISTE,136911,3
467422,FICHA_NO_EXISTE,115978,3
469402,FICHA_NO_EXISTE,212872,2
472494,FICHA_NO_EXISTE,126637,1
472714,FICHA_NO_EXISTE,132777,3
474173,FICHA_NO_EXISTE,121207,3
475407,FICHA_NO_EXISTE,170159,2
475554,FICHA_NO_EXISTE,99848,5
475794,FICHA_NO_EXISTE,126637,1
476167,FICHA_NO_EXISTE,122674,1
476246,FICHA_NO_EXISTE,213439,2
476681,FICHA_NO_EXISTE,126637,1
476682,FICHA_NO_EXISTE,99851,5
477150,FICHA_NO_EXISTE,125490,1
477598,FICHA_NO_EXISTE,132777,3
478208,FICHA_NO_EXISTE,115635,1
478693,FICHA_NO_EXISTE,206822,2
478867,FICHA_NO_EXISTE,58799,2
479742,FICHA_NO_EXISTE,119697,1
479814,FICHA_NO_EXISTE,170159,2
481207,FICHA_NO_EXISTE,125490,1
481437,FICHA_NO_EXISTE,211838,2
482300,FICHA_NO_EXISTE,194238,2
482680,FICHA_NO_EXISTE,127116,1
483938,FICHA_NO_EXISTE,58799,2
483985,FICHA_NO_EXISTE,204394,2
484167,FICHA_NO_EXISTE,113066,1
484854,FICHA_NO_EXISTE,125412,1
485522,FICHA_NO_EXISTE,125412,1
485918,FICHA_NO_EXISTE,113066,1
487243,FICHA_NO_EXISTE,204394,2
487504,FICHA_NO_EXISTE,114884,1
487518,FICHA_NO_EXISTE,114198,1
488203,FICHA_NO_EXISTE,212289,2
488751,FICHA_NO_EXISTE,211838,2
489165,FICHA_NO_EXISTE,125412,1
490915,FICHA_NO_EXISTE,110564,3
491290,FICHA_NO_EXISTE,149014,2
491972,FICHA_NO_EXISTE,214252,2
493028,FICHA_NO_EXISTE,100001,5
493643,FICHA_NO_EXISTE,114884,1
493922,FICHA_NO_EXISTE,127116,1
497549,FICHA_NO_EXISTE,127718,1
498462,FICHA_NO_EXISTE,204994,2
498540,FICHA_NO_EXISTE,214646,2
499176,FICHA_NO_EXISTE,176958,2
501330,FICHA_NO_EXISTE,214852,2
501444,FICHA_NO_EXISTE,211838,2
501453,FICHA_NO_EXISTE,100076,5
501866,FICHA_NO_EXISTE,117931,1
503101,FICHA_NO_EXISTE,211838,2
503676,FICHA_NO_EXISTE,117931,1
503910,FICHA_NO_EXISTE,53108,2
503953,FICHA_NO_EXISTE,100097,5
504181,FICHA_NO_EXISTE,117931,1
504926,FICHA_NO_EXISTE,53108,2
505695,FICHA_NO_EXISTE,117931,1
506374,FICHA_NO_EXISTE,207882,2
507208,FICHA_NO_EXISTE,115786,1
507507,FICHA_NO_EXISTE,117931,1
507630,FICHA_NO_EXISTE,211838,2
508668,FICHA_NO_EXISTE,127867,1
509240,FICHA_NO_EXISTE,215279,2
510951,FICHA_NO_EXISTE,128186,1
510979,FICHA_NO_EXISTE,127867,1
511325,FICHA_NO_EXISTE,128221,1
513476,FICHA_NO_EXISTE,214735,2
514095,FICHA_NO_EXISTE,122674,1
514559,FICHA_NO_EXISTE,213236,2
515589,FICHA_NO_EXISTE,102593,2
516759,FICHA_NO_EXISTE,122674,1
518520,FICHA_NO_EXISTE,128483,1
518847,FICHA_NO_EXISTE,211838,2
518907,FICHA_NO_EXISTE,114198,1
519607,FICHA_NO_EXISTE,100076,5
522469,FICHA_NO_EXISTE,128497,1
523377,FICHA_NO_EXISTE,125108,2
524644,FICHA_NO_EXISTE,130941,3
525252,FICHA_NO_EXISTE,123248,1
525957,FICHA_NO_EXISTE,216334,2
526008,FICHA_NO_EXISTE,126372,1
526687,FICHA_NO_EXISTE,109795,3
527344,FICHA_NO_EXISTE,58799,2
528118,FICHA_NO_EXISTE,128843,1
528338,FICHA_NO_EXISTE,215279,2
528348,FICHA_NO_EXISTE,128886,1
528500,FICHA_NO_EXISTE,216356,2
528501,FICHA_NO_EXISTE,216439,2
528721,FICHA_NO_EXISTE,128896,1
529936,FICHA_NO_EXISTE,130941,3
530328,FICHA_NO_EXISTE,115796,1
531995,FICHA_NO_EXISTE,115796,1
532119,FICHA_NO_EXISTE,216622,2
532773,FICHA_NO_EXISTE,117931,1
532919,FICHA_NO_EXISTE,733,3
533161,FICHA_NO_EXISTE,102164,2
533990,FICHA_NO_EXISTE,100327,5
534120,FICHA_NO_EXISTE,129097,1
534785,FICHA_NO_EXISTE,110564,3
534823,FICHA_NO_EXISTE,128221,1
534965,FICHA_NO_EXISTE,139782,3
534991,FICHA_NO_EXISTE,62176,5
535887,FICHA_NO_EXISTE,113860,1
536854,FICHA_NO_EXISTE,139869,3
537714,FICHA_NO_EXISTE,117931,1
537847,FICHA_NO_EXISTE,102164,2
537959,FICHA_NO_EXISTE,733,3
539060,FICHA_NO_EXISTE,123248,1
539207,FICHA_NO_EXISTE,129285,1
539277,FICHA_NO_EXISTE,128483,1
539920,FICHA_NO_EXISTE,126372,1
540334,FICHA_NO_EXISTE,129322,1
541919,FICHA_NO_EXISTE,117931,1
542173,FICHA_NO_EXISTE,79322,3
542478,FICHA_NO_EXISTE,216439,2
544119,FICHA_NO_EXISTE,102769,1
544765,FICHA_NO_EXISTE,92224,3
545535,FICHA_NO_EXISTE,129285,1
546182,FICHA_NO_EXISTE,123248,1
547113,FICHA_NO_EXISTE,129753,1
547555,FICHA_NO_EXISTE,129753,1
547721,FICHA_NO_EXISTE,217526,2
547997,FICHA_NO_EXISTE,102769,1
550032,FICHA_NO_EXISTE,140023,3
551910,FICHA_NO_EXISTE,134834,3
552142,FICHA_NO_EXISTE,129753,1
552733,FICHA_NO_EXISTE,92224,3
553581,FICHA_NO_EXISTE,134834,3
553795,FICHA_NO_EXISTE,130177,1
554304,FICHA_NO_EXISTE,102769,1
555033,FICHA_NO_EXISTE,117931,1
555089,FICHA_NO_EXISTE,100556,5
556653,FICHA_NO_EXISTE,114198,1
556679,FICHA_NO_EXISTE,102769,1
557025,FICHA_NO_EXISTE,140023,3
557283,FICHA_NO_EXISTE,218021,2
557794,FICHA_NO_EXISTE,130267,1
558262,FICHA_NO_EXISTE,130344,1
560033,FICHA_NO_EXISTE,102769,1
561162,FICHA_NO_EXISTE,117931,1
561260,FICHA_NO_EXISTE,109795,3
561624,FICHA_NO_EXISTE,100620,5
562348,FICHA_NO_EXISTE,130344,1
563644,FICHA_NO_EXISTE,113860,1
563745,FICHA_NO_EXISTE,130674,1
563854,FICHA_NO_EXISTE,117931,1
563898,FICHA_NO_EXISTE,202920,1
563938,FICHA_NO_EXISTE,119374,1
564022,FICHA_NO_EXISTE,202928,1
564024,FICHA_NO_EXISTE,202923,1
564587,FICHA_NO_EXISTE,130344,1
564871,FICHA_NO_EXISTE,128896,1
565226,FICHA_NO_EXISTE,100387,1
566960,FICHA_NO_EXISTE,130344,1
572255,FICHA_NO_EXISTE,134834,3
572985,FICHA_NO_EXISTE,109795,3
573176,FICHA_NO_EXISTE,120064,1
573326,FICHA_NO_EXISTE,122674,1
573999,FICHA_NO_EXISTE,122388,1
574199,FICHA_NO_EXISTE,58799,2
574414,FICHA_NO_EXISTE,134834,3
576666,FICHA_NO_EXISTE,136713,1
576712,FICHA_NO_EXISTE,136715,1
578343,FICHA_NO_EXISTE,100758,5
579294,FICHA_NO_EXISTE,23934,5
579526,FICHA_NO_EXISTE,163784,2
579860,FICHA_NO_EXISTE,117931,1
580147,FICHA_NO_EXISTE,136888,1
581606,FICHA_NO_EXISTE,130177,1
582746,FICHA_NO_EXISTE,129322,1
583473,FICHA_NO_EXISTE,130674,1
583822,FICHA_NO_EXISTE,130177,1
584864,FICHA_NO_EXISTE,58799,2
585572,FICHA_NO_EXISTE,117931,1
585997,FICHA_NO_EXISTE,140840,3
587221,FICHA_NO_EXISTE,176958,2
587337,FICHA_NO_EXISTE,218021,2
587648,FICHA_NO_EXISTE,128221,1
589561,FICHA_NO_EXISTE,116351,1
590028,FICHA_NO_EXISTE,137743,1
592626,FICHA_NO_EXISTE,140840,3
592795,FICHA_NO_EXISTE,216439,2
594372,FICHA_NO_EXISTE,130267,1
595260,FICHA_NO_EXISTE,130344,1
595274,FICHA_NO_EXISTE,130177,1
597861,FICHA_NO_EXISTE,136888,1
598811,FICHA_NO_EXISTE,117931,1
599176,FICHA_NO_EXISTE,136888,1
599647,FICHA_NO_EXISTE,117931,1
601014,FICHA_NO_EXISTE,111264,1
601203,FICHA_NO_EXISTE,114198,1
602585,FICHA_NO_EXISTE,130177,1
603099,FICHA_NO_EXISTE,128896,1
603140,FICHA_NO_EXISTE,126795,2
603328,FICHA_NO_EXISTE,176958,2
603854,FICHA_NO_EXISTE,136888,1
604089,FICHA_NO_EXISTE,117931,1
605409,FICHA_NO_EXISTE,117931,1
605704,FICHA_NO_EXISTE,138636,1
605816,FICHA_NO_EXISTE,117931,1
606050,FICHA_NO_EXISTE,136888,1
606326,FICHA_NO_EXISTE,138666,1
607294,FICHA_NO_EXISTE,117931,1
608645,FICHA_NO_EXISTE,221060,2
608675,FICHA_NO_EXISTE,121778,1
608838,FICHA_NO_EXISTE,117931,1
608841,FICHA_NO_EXISTE,136888,1
609022,FICHA_NO_EXISTE,176958,2
609710,FICHA_NO_EXISTE,117931,1
610187,FICHA_NO_EXISTE,130177,1
611522,FICHA_NO_EXISTE,117931,1
612351,FICHA_NO_EXISTE,128896,1
612949,FICHA_NO_EXISTE,128896,1
613105,FICHA_NO_EXISTE,134940,3
613498,FICHA_NO_EXISTE,29891,3
615258,FICHA_NO_EXISTE,117931,1
615855,FICHA_NO_EXISTE,139930,3
619966,FICHA_NO_EXISTE,118587,2
623817,FICHA_NO_EXISTE,102769,1
624806,FICHA_NO_EXISTE,57674,3
624821,FICHA_NO_EXISTE,137743,1
625178,FICHA_NO_EXISTE,128221,1
627051,FICHA_NO_EXISTE,117931,1
627103,FICHA_NO_EXISTE,108426,3
627297,FICHA_NO_EXISTE,176958,2
627960,FICHA_NO_EXISTE,128221,1
629543,FICHA_NO_EXISTE,214646,2
630192,FICHA_NO_EXISTE,117931,1
630242,FICHA_NO_EXISTE,118587,2
630850,FICHA_NO_EXISTE,101174,5
632492,FICHA_NO_EXISTE,101194,5
633383,FICHA_NO_EXISTE,116316,3
634454,FICHA_NO_EXISTE,5465,1
634661,FICHA_NO_EXISTE,102318,2
634935,FICHA_NO_EXISTE,93572,5
636170,FICHA_NO_EXISTE,73845,3
637094,FICHA_NO_EXISTE,141735,3
637522,FICHA_NO_EXISTE,122388,1
639128,FICHA_NO_EXISTE,139782,3
640229,FICHA_NO_EXISTE,73845,3
642779,FICHA_NO_EXISTE,139782,3
644585,FICHA_NO_EXISTE,122674,1
645273,FICHA_NO_EXISTE,8549,3
645528,FICHA_NO_EXISTE,101194,5
647242,FICHA_NO_EXISTE,176958,2
647373,FICHA_NO_EXISTE,101299,5
649434,FICHA_NO_EXISTE,139782,3
650223,FICHA_NO_EXISTE,128896,1
651505,FICHA_NO_EXISTE,223529,2
651798,FICHA_NO_EXISTE,118587,2
654878,FICHA_NO_EXISTE,101352,5
656351,FICHA_NO_EXISTE,95349,3
657133,FICHA_NO_EXISTE,114198,1
657149,FICHA_NO_EXISTE,128896,1
659859,FICHA_NO_EXISTE,136888,1
660191,FICHA_NO_EXISTE,111034,3
660713,FICHA_NO_EXISTE,127875,3
660721,FICHA_NO_EXISTE,176958,2
665181,FICHA_NO_EXISTE,73845,3
666355,FICHA_NO_EXISTE,122674,1
666634,FICHA_NO_EXISTE,128896,1
668427,FICHA_NO_EXISTE,101420,5
673889,FICHA_NO_EXISTE,176958,2
674843,FICHA_NO_EXISTE,224768,2
675184,FICHA_NO_EXISTE,73845,3
675980,FICHA_NO_EXISTE,110171,2
681205,FICHA_NO_EXISTE,99201,5
684174,FICHA_NO_EXISTE,142407,1
685263,FICHA_NO_EXISTE,142599,1
686971,FICHA_NO_EXISTE,225715,2
687690,FICHA_NO_EXISTE,134834,3
687722,FICHA_NO_EXISTE,101555,5
688013,FICHA_NO_EXISTE,73845,3
690385,FICHA_NO_EXISTE,141735,3
691861,FICHA_NO_EXISTE,225642,2
692941,FICHA_NO_EXISTE,142976,1
695050,FICHA_NO_EXISTE,225642,2
695872,FICHA_NO_EXISTE,134834,3
699371,FICHA_NO_EXISTE,110171,2
700100,FICHA_NO_EXISTE,8990,3
700515,FICHA_NO_EXISTE,225642,2
702152,FICHA_NO_EXISTE,225715,2
702514,FICHA_NO_EXISTE,143799,1
702694,FICHA_NO_EXISTE,110171,2
709822,FICHA_NO_EXISTE,8990,3
710164,FICHA_NO_EXISTE,226655,2
712662,FICHA_NO_EXISTE,226799,2
714752,FICHA_NO_EXISTE,226799,2
719552,FICHA_NO_EXISTE,144457,1
723753,FICHA_NO_EXISTE,176958,2
725630,FICHA_NO_EXISTE,20240,3
726170,FICHA_NO_EXISTE,144550,1
727936,FICHA_NO_EXISTE,144550,1
728805,FICHA_NO_EXISTE,128896,1
728818,FICHA_NO_EXISTE,145381,3
729444,FICHA_NO_EXISTE,144880,1
729559,FICHA_NO_EXISTE,107090,1
730064,FICHA_NO_EXISTE,144685,1
733754,FICHA_NO_EXISTE,128896,1
736080,FICHA_NO_EXISTE,130416,1
736521,FICHA_NO_EXISTE,603,3
738510,FICHA_NO_EXISTE,228752,2
739172,FICHA_NO_EXISTE,144685,1
739290,FICHA_NO_EXISTE,145092,1
739291,FICHA_NO_EXISTE,145090,1
739292,FICHA_NO_EXISTE,145091,1
741417,FICHA_NO_EXISTE,107090,1
743073,FICHA_NO_EXISTE,144880,1
746420,FICHA_NO_EXISTE,8990,3
748258,FICHA_NO_EXISTE,8990,3
754901,FICHA_NO_EXISTE,8990,3
755249,FICHA_NO_EXISTE,145811,1
755636,FICHA_NO_EXISTE,228782,2
761804,FICHA_NO_EXISTE,228752,2
768395,FICHA_NO_EXISTE,146758,1
769802,FICHA_NO_EXISTE,146758,1
775834,FICHA_NO_EXISTE,107090,1
776146,FICHA_NO_EXISTE,107090,1
776607,FICHA_NO_EXISTE,107090,1
777771,FICHA_NO_EXISTE,142599,1
782759,FICHA_NO_EXISTE,107090,1
783721,FICHA_NO_EXISTE,147880,1
783815,FICHA_NO_EXISTE,147880,1
784428,FICHA_NO_EXISTE,102130,5
788268,FICHA_NO_EXISTE,230302,2
788753,FICHA_NO_EXISTE,121340,3
792256,FICHA_NO_EXISTE,105517,3
792710,FICHA_NO_EXISTE,118587,2
793458,FICHA_NO_EXISTE,116316,3
